	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
334	8 - Number of members of the US Senate and House of Representatives who have a child serving in the military.	have	14			who	13	{'PronType': 'Rel', 'lemma': 'who'}	PRON	have	14	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0070', 'text': '8 - Number of members of the US Senate and House of Representatives who have a child serving in the military.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	8 - Number of members of the US Senate and House of Representatives who	8 - Number of members of the US Senate and House of Representatives who 've a child serving in the military.	[]	[]	0	0	0	False	False	False	1.424315663475715e-07	SV-P	eng	3	2	SV	verb	+	[-7.227412223815918, -6.621973991394043, -8.58701229095459, -0.45719337463378906, -6.992470741271973, -2.038908004760742, -0.6391391754150391, -5.488338470458984, -2.442352294921875, -2.62436580657959, -0.67218017578125, -0.1578207015991211, -0.0253753662109375, -2.4986486434936523, -1.611806869506836, -4.414888381958008, -5.722871780395508, -5.333982467651367, -0.23087310791015625, -0.31803131103515625, -0.3602313995361328, -1.1579132080078125]	[-7.227412223815918, -6.621973991394043, -8.58701229095459, -0.45719337463378906, -6.992470741271973, -2.038908004760742, -0.6391391754150391, -5.488338470458984, -2.442352294921875, -2.62436580657959, -0.67218017578125, -0.1578207015991211, -0.0253753662109375, -2.4986486434936523, -10.764158248901367, -5.191575050354004, -6.138519287109375, -5.694975852966309, -7.727333068847656, -0.3383197784423828, -0.29601192474365234, -0.3665447235107422, -1.214284896850586]	65.62379455566406	84.20491027832031	18.58111572265625
335	what airlines have business class service between boston and san francisco	have	2			airlines	1	{'Number': 'Plur', 'lemma': 'airline'}	NOUN	have	2	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	VERB	1	[]	{'sent_id': '1796.train', 'text': 'what airlines have business class service between boston and san francisco', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	've	1|3 -> 2	what airlines	what airlines 've business class service between boston and san francisco	[]	[]	0	0	0	False	False	False	7.121578317378575e-08	SV-P	eng	3	2	SV	verb	+	[-8.70559310913086, -11.482939720153809, -2.6752729415893555, -6.640629768371582, -0.058602333068847656, -5.432158470153809, -5.410059928894043, -4.481610298156738, -0.1354694366455078, -3.111422538757324, -0.41202640533447266]	[-8.70559310913086, -11.482939720153809, -10.894564628601074, -6.121227264404297, -8.401457786560059, -3.517332077026367, -6.775312900543213, -6.7071533203125, -4.969043731689453, -0.23397159576416016, -3.304168701171875, -0.4878368377685547]	48.54578399658203	71.60060119628906	23.05481719970703
336	Users have full functionality and interactivity with components, including run-time and design-time capabilities.	have	1			Users	0	{'Number': 'Plur', 'lemma': 'user'}	NOUN	have	1	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	VERB	1	[]	{'sent_id': 'en_lines-ud-train-doc1-272', 'text': 'Users have full functionality and interactivity with components, including run-time and design-time capabilities.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	've	1|3 -> 2	Users	Users 've full functionality and interactivity with components, including run-time and design-time capabilities.	[]	[]	0	0	0	False	False	False	5.69726265390286e-07	SV-P	eng	3	2	SV	verb	+	[-9.690059661865234, -3.7021121978759766, -6.472694396972656, -6.692923069000244, -2.4116172790527344, -7.917089939117432, -0.9120750427246094, -8.731051445007324, -1.8537225723266602, -2.754702568054199, -9.39463996887207, -0.5725107192993164, -0.07245254516601562, -3.363504409790039, -3.555117607116699, -0.844757080078125, -0.024827957153320312, -4.652796745300293, -0.5805549621582031]	[-9.690059661865234, -8.503643035888672, -6.899454116821289, -8.151100158691406, -8.573685646057129, -2.6696691513061523, -9.380765914916992, -1.6762828826904297, -9.513473510742188, -1.814126968383789, -4.217580795288086, -9.391426086425781, -1.366084098815918, -0.16750717163085938, -3.4786481857299805, -4.363910675048828, -1.6949501037597656, -0.03845024108886719, -4.764583587646484, -0.6230621337890625]	74.19921112060547	96.97846984863281	22.779258728027344
337	These theme parks have all types of facilities.	have	3			parks	2	{'Number': 'Plur', 'lemma': 'park'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'answers-20111108065616AAKtL2c_ans-0032', 'text': 'These theme parks have all types of facilities.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	These theme parks	These theme parks 've all types of facilities.	[]	[]	0	0	0	False	False	False	5.69726265390286e-07	SV-P	eng	3	2	SV	verb	+	[-6.673732280731201, -11.818534851074219, -1.516118049621582, -2.4523706436157227, -3.9836130142211914, -5.365917205810547, -0.028481483459472656, -6.115483283996582, -2.7259521484375]	[-6.673732280731201, -11.818534851074219, -1.516118049621582, -9.74660873413086, -5.666357040405273, -4.992536544799805, -6.748434066772461, -0.2500782012939453, -5.939479351043701, -2.425234794616699]	40.68020248413086	55.77711486816406	15.096912384033203
338	Also these cults have multimillions yet the women and kids live in poverty so the leaders can live the high life.	have	3			cults	2	{'Number': 'Plur', 'lemma': 'cult'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0086', 'text': 'Also these cults have multimillions yet the women and kids live in poverty so the leaders can live the high life.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	Also these cults	Also these cults 've multimillions yet the women and kids live in poverty so the leaders can live the high life.	[]	[]	0	0	0	False	False	False	5.69726265390286e-07	SV-P	eng	3	2	SV	verb	+	[-7.610996246337891, -7.909106254577637, -11.095083236694336, -1.1507282257080078, -2.443340301513672, -16.413471221923828, -2.6957035064697266, -10.77026653289795, -3.4743528366088867, -7.004847049713135, -3.445979118347168, -3.1412582397460938, -4.7000627517700195, -0.6143484115600586, -2.0442256927490234, -5.009943962097168, -2.674992561340332, -4.825854301452637, -2.2827911376953125, -1.6505813598632812, -2.7852163314819336, -1.3175535202026367, -0.06634712219238281, -1.2099895477294922]	[-7.610996246337891, -7.909106254577637, -11.095083236694336, -1.1507282257080078, -8.536791801452637, -5.291512489318848, -15.39060115814209, -5.303915977478027, -9.375931739807129, -3.6145315170288086, -7.302137851715088, -3.2545557022094727, -7.326455116271973, -6.499720096588135, -1.1720266342163086, -3.712553024291992, -5.705599784851074, -2.757030487060547, -4.607517242431641, -2.3345956802368164, -1.9393911361694336, -2.699615478515625, -1.2195959091186523, -0.09329891204833984, -0.9709186553955078]	106.3370361328125	126.87420654296875	20.53717041015625
339	Newer semi-automatic wangs have a rail built into the receiver under the shaft.	have	3			wangs	2	{'Number': 'Plur', 'lemma': 'wang'}	NOUN	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'answers-20111108090913AAf83Jh_ans-0019', 'text': 'Newer semi-automatic wangs have a rail built into the receiver under the shaft.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	Newer semi-automatic wangs	Newer semi-automatic wangs 've a rail built into the receiver under the shaft.	[]	[]	0	0	0	False	False	False	5.69726265390286e-07	SV-P	eng	3	2	SV	verb	+	[-5.874911308288574, -5.9275031089782715, -10.773367881774902, -0.26401710510253906, -2.5592384338378906, -8.080306053161621, -10.47139835357666, -3.1131086349487305, -1.6664237976074219, -8.141022682189941, -5.358996391296387, -0.6063995361328125, -0.3133888244628906, -3.5844688415527344, -6.318686485290527, -0.10357666015625, -11.138999938964844, -1.2247810363769531]	[-5.874911308288574, -5.9275031089782715, -10.773367881774902, -0.26401710510253906, -2.5592384338378906, -8.080306053161621, -10.47139835357666, -7.832141876220703, -6.97341251373291, -3.871906280517578, -10.238500595092773, -7.902407646179199, -1.4385194778442383, -0.6500225067138672, -5.846859931945801, -6.796309471130371, -0.2902498245239258, -10.456693649291992, -1.2748079299926758]	85.52059936523438	107.52256774902344	22.001968383789062
340	They have fabulous French toast too.	have	1			They	0	{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'lemma': 'they'}	PRON	have	1	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'answers-20111106215236AAycANO_ans-0009', 'text': 'They have fabulous French toast too.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	They	They 've fabulous French toast too.	[]	[]	0	0	0	False	False	False	2.5896648426831185e-08	SV-P	eng	3	2	SV	verb	+	[-6.927485466003418, -3.030261993408203, -10.315183639526367, -7.75157356262207, -5.265606880187988, -4.575552940368652, -1.1614208221435547]	[-6.927485466003418, -8.511700630187988, -4.583939075469971, -11.507438659667969, -9.244586944580078, -8.910922050476074, -6.34688663482666, -1.0244741439819336]	39.02708435058594	57.05743408203125	18.030349731445312
341	0 - Number of principal civilian or Pentagon staff members who planned the war who have immediate family members serving in uniform in Iraq.	have	15			who	14	{'PronType': 'Rel', 'lemma': 'who'}	PRON	have	15	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0069', 'text': '0 - Number of principal civilian or Pentagon staff members who planned the war who have immediate family members serving in uniform in Iraq.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	0 - Number of principal civilian or Pentagon staff members who planned the war who	0 - Number of principal civilian or Pentagon staff members who planned the war who 've immediate family members serving in uniform in Iraq.	[]	[]	0	0	0	False	False	False	1.424315663475715e-07	SV-P	eng	3	2	SV	verb	+	[-6.834519863128662, -6.79987907409668, -8.435072898864746, -0.11712360382080078, -10.435344696044922, -10.967050552368164, -6.485533714294434, -13.045062065124512, -4.100568771362305, -2.0191917419433594, -2.0772476196289062, -7.676297187805176, -1.6453781127929688, -2.8415489196777344, -4.878215789794922, -2.003668785095215, -10.72199821472168, -0.5205698013305664, -0.20628929138183594, -2.523308753967285, -0.5252161026000977, -3.3618764877319336, -2.3591175079345703, -0.780186653137207, -1.6339950561523438]	[-6.834519863128662, -6.79987907409668, -8.435072898864746, -0.11712360382080078, -10.435344696044922, -10.967050552368164, -6.485533714294434, -13.045062065124512, -4.100568771362305, -2.0191917419433594, -2.0772476196289062, -7.676297187805176, -1.6453781127929688, -2.8415489196777344, -4.878215789794922, -10.032411575317383, -5.244164943695068, -9.688325881958008, -1.194779396057129, -0.2804250717163086, -3.477545738220215, -0.5753183364868164, -3.4429616928100586, -2.4285526275634766, -0.9821224212646484, -1.5637788772583008]	112.9942626953125	127.26841735839844	14.274154663085938
342	Also if they have diarrhea, check in with your foster coordinator.	have	3			they	2	{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'lemma': 'they'}	PRON	have	3	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'answers-20111108104352AASs5OZ_ans-0018', 'text': 'Also if they have diarrhea, check in with your foster coordinator.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	Also if they	Also if they 've diarrhea, check in with your foster coordinator.	[]	[]	0	0	0	False	False	False	1.2660583675339693e-08	SV-P	eng	3	2	SV	verb	+	[-7.6109938621521, -6.029629707336426, -4.015728950500488, -2.709810256958008, -11.167601585388184, -1.660689353942871, -6.034641742706299, -5.365965843200684, -0.7697629928588867, -1.3235149383544922, -8.928079605102539, -7.063705921173096, -1.599076271057129]	[-7.6109938621521, -6.029629707336426, -4.015728950500488, -8.155986785888672, -3.846465587615967, -13.03105354309082, -1.733480453491211, -6.861356258392334, -4.723647117614746, -1.8684110641479492, -1.002985954284668, -12.290508270263672, -8.86362075805664, -1.4085016250610352]	64.27920532226562	81.44236755371094	17.163162231445312
343	(3) Parents have a prior right to choose the kind of education that shall be given to their children.	have	4			Parents	3	{'Number': 'Plur', 'lemma': 'parent'}	NOUN	have	4	{'Mood': 'Ind', 'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	VERB	1	[]	{'sent_id': 'en_partut-ud-800', 'text': '(3) Parents have a prior right to choose the kind of education that shall be given to their children.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	've	1|3 -> 2	(3) Parents	(3) Parents 've a prior right to choose the kind of education that shall be given to their children.	[]	[]	0	0	0	False	False	False	5.69726265390286e-07	SV-P	eng	3	2	SV	verb	+	[-5.677016258239746, -4.592074394226074, -1.0230932235717773, -10.238814353942871, -4.153404235839844, -1.6743583679199219, -8.459000587463379, -1.3935413360595703, -0.3574838638305664, -4.725397109985352, -1.0740852355957031, -4.142751693725586, -0.13925552368164062, -0.7725343704223633, -1.9862604141235352, -4.880568504333496, -0.04128265380859375, -1.008925437927246, -0.10501861572265625, -0.16015052795410156, -0.2826099395751953, -0.6665840148925781]	[-5.677016258239746, -4.592074394226074, -1.0230932235717773, -10.238814353942871, -9.235071182250977, -6.4226460456848145, -3.324130058288574, -8.962522506713867, -5.901617527008057, -0.38756465911865234, -4.604700088500977, -1.568129539489746, -4.348456382751465, -0.21921634674072266, -1.6579360961914062, -2.0598268508911133, -5.696558475494385, -0.15407466888427734, -0.8833303451538086, -0.16711044311523438, -0.1639423370361328, -0.35722923278808594, -0.6751384735107422]	57.55420684814453	78.32019805908203	20.7659912109375
344	Some reporters (you know, the ones with journalistic ethics) have actually uncovered the truth about George Bush 's service in the Texas Air National Guard.	uncovered	14	have	12.0	reporters	1	{'Number': 'Plur', 'lemma': 'reporter'}	NOUN	have	12	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	11	[{'id': 4, 'form': 'you', 'lemma': 'you', 'upos': 'PRON', 'xpos': 'PRP', 'feats': {'Case': 'Nom', 'Person': '2', 'PronType': 'Prs', 'lemma': 'you'}, 'head': 5, 'deprel': 'nsubj', 'deps': [('nsubj', 5)], 'misc': None}, {'id': 5, 'form': 'know', 'lemma': 'know', 'upos': 'VERB', 'xpos': 'VBP', 'feats': {'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'know'}, 'head': 2, 'deprel': 'parataxis', 'deps': [('parataxis', 2)], 'misc': {'SpaceAfter': 'No'}}]	"{'sent_id': 'weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0013', 'newpar id': 'weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-p0003', 'text': ""Some reporters (you know, the ones with journalistic ethics) have actually uncovered the truth about George Bush's service in the Texas Air National Guard."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	've	3 -> 2	Some reporters (you know, the ones with journalistic ethics)	Some reporters (you know, the ones with journalistic ethics) 've actually uncovered the truth about George Bush 's service in the Texas Air National Guard.	[]	[{'id': 4, 'form': 'you', 'lemma': 'you', 'upos': 'PRON', 'xpos': 'PRP', 'feats': {'Case': 'Nom', 'Person': '2', 'PronType': 'Prs', 'lemma': 'you'}, 'head': 5, 'deprel': 'nsubj', 'deps': [('nsubj', 5)], 'misc': None}, {'id': 5, 'form': 'know', 'lemma': 'know', 'upos': 'VERB', 'xpos': 'VBP', 'feats': {'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'know'}, 'head': 2, 'deprel': 'parataxis', 'deps': [('parataxis', 2)], 'misc': {'SpaceAfter': 'No'}}]	2	0	2	True	False	True	0.649197374960608	SV-P	eng	3	2	SV	aux	+	[-6.600184440612793, -9.99234676361084, -5.812368392944336, -5.707230091094971, -0.3865365982055664, -2.0176172256469727, -0.46636295318603516, -0.7596635818481445, -2.496514320373535, -6.674403667449951, -2.348735809326172, -0.4965190887451172, -1.5420761108398438, -4.893126487731934, -6.884644508361816, -1.5483646392822266, -1.4231433868408203, -0.9348077774047852, -5.944447994232178, -1.591935157775879, -9.938888549804688, -0.34513378143310547, -5.224375247955322, -0.6828889846801758, -0.26386451721191406, -2.3042144775390625, -0.23700904846191406, -0.009782791137695312, -0.013996124267578125, -0.6999540328979492]	[-6.600184440612793, -9.99234676361084, -5.812368392944336, -5.707230091094971, -0.3865365982055664, -2.0176172256469727, -0.46636295318603516, -0.7596635818481445, -2.496514320373535, -6.674403667449951, -2.348735809326172, -0.4965190887451172, -10.977880477905273, -4.994656562805176, -5.267797470092773, -6.999851703643799, -1.6527080535888672, -1.4165763854980469, -1.1346540451049805, -6.142691612243652, -1.3836374282836914, -6.457396030426025, -0.05892467498779297, -5.346442699432373, -0.681178092956543, -0.2640237808227539, -2.194655418395996, -0.2560558319091797, -0.012659072875976562, -0.016168594360351562, -0.7046785354614258]	88.24113464355469	99.72112274169922	11.479988098144531
345	Two decades of pickling his nervous system in various highly toxic substances have left Bush damaged goods.	left	13	have	12.0	decades	1	{'Number': 'Plur', 'lemma': 'decade'}	NOUN	have	12	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	11	[{'id': 5, 'form': 'his', 'lemma': 'his', 'upos': 'PRON', 'xpos': 'PRP$', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 7, 'deprel': 'nmod:poss', 'deps': [('nmod:poss', 7)], 'misc': None}]	{'sent_id': 'weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0027', 'text': 'Two decades of pickling his nervous system in various highly toxic substances have left Bush damaged goods.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	Two decades of pickling his nervous system in various highly toxic substances	Two decades of pickling his nervous system in various highly toxic substances 've left Bush damaged goods.	[{'id': 5, 'form': 'his', 'lemma': 'his', 'upos': 'PRON', 'xpos': 'PRP$', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 7, 'deprel': 'nmod:poss', 'deps': [('nmod:poss', 7)], 'misc': None}]	[]	1	1	0	True	True	False	0.1597765560136211	SV-P	eng	3	2	SV	aux	+	[-7.084290027618408, -5.580799579620361, -1.771092414855957, -12.686798095703125, -2.588681221008301, -8.334728240966797, -9.793713569641113, -1.166365623474121, -3.5481510162353516, -6.467885971069336, -7.896476745605469, -1.6940374374389648, -2.130131721496582, -3.7283401489257812, -1.1150083541870117, -8.367879867553711, -8.230941772460938, -3.328080177307129, -0.7619237899780273]	[-7.084290027618408, -5.580799579620361, -1.771092414855957, -12.686798095703125, -2.588681221008301, -8.334728240966797, -9.793713569641113, -1.166365623474121, -3.5481510162353516, -6.467885971069336, -7.896476745605469, -1.6940374374389648, -2.130131721496582, -11.331961631774902, -5.998027801513672, -4.762582778930664, -8.742152214050293, -8.188464164733887, -3.727431297302246, -1.0073728561401367]	96.27532958984375	114.50114440917969	18.225814819335938
346	Their attempts to ingratiate themselves with India and other neutralist nations have gained them little.	gained	12	have	11.0	attempts	1	{'Number': 'Plur', 'lemma': 'attempt'}	NOUN	have	11	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	AUX	10	[{'id': 5, 'form': 'themselves', 'lemma': 'they', 'upos': 'PRON', 'xpos': 'RFL-P3PL', 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'Reflex': 'Yes'}, 'head': 4, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': 'en_lines-ud-test-doc3-4578', 'text': 'Their attempts to ingratiate themselves with India and other neutralist nations have gained them little.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	've	1|3 -> 2	Their attempts to ingratiate themselves with India and other neutralist nations	Their attempts to ingratiate themselves with India and other neutralist nations 've gained them little.	[{'id': 5, 'form': 'themselves', 'lemma': 'they', 'upos': 'PRON', 'xpos': 'RFL-P3PL', 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs', 'Reflex': 'Yes'}, 'head': 4, 'deprel': 'obj', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.1597765560136211	SV-P	eng	3	2	SV	aux	+	[-8.911541938781738, -8.719118118286133, -0.4519691467285156, -8.118436813354492, -0.04598808288574219, -0.0015354156494140625, -0.11261177062988281, -0.4867591857910156, -6.540648937225342, -3.52972412109375, -3.972715377807617, -8.765727996826172, -5.496628761291504, -1.7965612411499023, -1.8858270645141602, -7.31925106048584, -0.8530073165893555, -2.0534839630126953, -2.1600074768066406]	[-8.911541938781738, -8.719118118286133, -0.4519691467285156, -8.118436813354492, -0.04598808288574219, -0.0015354156494140625, -0.11261177062988281, -0.4867591857910156, -6.540648937225342, -3.52972412109375, -3.972715377807617, -8.765727996826172, -5.496628761291504, -1.7965612411499023, -10.716407775878906, -5.654748916625977, -6.774518013000488, -0.8925628662109375, -2.688492774963379, -2.2198305130004883]	71.22154235839844	85.89653015136719	14.67498779296875
347	Busy-minded people, with their head-culture that touches all surfaces, have heard of Einstein.	heard	12	have	11.0	people	1	{'Number': 'Plur', 'lemma': 'people'}	NOUN	have	11	{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have', 'Number': 'Plur'}	AUX	10	[{'id': 5, 'form': 'their', 'lemma': 'their', 'upos': 'PRON', 'xpos': 'P3PL-GEN', 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 6, 'deprel': 'nmod:poss', 'deps': None, 'misc': None}, {'id': 8, 'form': 'touches', 'lemma': 'touch', 'upos': 'VERB', 'xpos': 'PRES', 'feats': {'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'touch'}, 'head': 6, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	{'sent_id': 'en_lines-ud-test-doc3-4492', 'text': 'Busy-minded people, with their head-culture that touches all surfaces, have heard of Einstein.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	've	1|3 -> 2	Busy-minded people, with their head-culture that touches all surfaces,	Busy-minded people, with their head-culture that touches all surfaces, 've heard of Einstein.	[{'id': 5, 'form': 'their', 'lemma': 'their', 'upos': 'PRON', 'xpos': 'P3PL-GEN', 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 6, 'deprel': 'nmod:poss', 'deps': None, 'misc': None}, {'id': 8, 'form': 'touches', 'lemma': 'touch', 'upos': 'VERB', 'xpos': 'PRES', 'feats': {'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'touch'}, 'head': 6, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	[]	2	2	0	True	True	False	0.0177529506681801	SV-P	eng	3	2	SV	aux	+	[-10.25090217590332, -5.450733184814453, -5.3017802238464355, -2.0103626251220703, -3.278535842895508, -4.302425384521484, -1.975142478942871, -6.777412414550781, -3.6168603897094727, -12.588478088378906, -4.321648597717285, -9.92310905456543, -2.6654281616210938, -8.190093994140625, -1.379836082458496, -3.146407127380371, -7.607676029205322, -1.5958499908447266, -8.874619483947754, -2.5870361328125]	[-10.25090217590332, -5.450733184814453, -5.3017802238464355, -2.0103626251220703, -3.278535842895508, -4.302425384521484, -1.975142478942871, -6.777412414550781, -3.6168603897094727, -12.588478088378906, -4.321648597717285, -9.92310905456543, -2.6654281616210938, -8.190093994140625, -1.379836082458496, -10.220803260803223, -6.349196910858154, -7.707483768463135, -1.5958623886108398, -9.153822898864746, -2.318882942199707]	105.8443374633789	119.37879943847656	13.534461975097656
348	A large number of them are Bangladeshis, who like millions of their countrymen have left their densely populated homeland to settle elsewhere.	left	15	have	14.0	who	8	{'PronType': 'Rel', 'lemma': 'who'}	PRON	have	14	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'have'}	AUX	6	[{'id': 13, 'form': 'their', 'lemma': 'their', 'upos': 'PRON', 'xpos': 'PRP$', 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 14, 'deprel': 'nmod:poss', 'deps': [('nmod:poss', 14)], 'misc': None}]	{'sent_id': 'weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025', 'text': 'A large number of them are Bangladeshis, who like millions of their countrymen have left their densely populated homeland to settle elsewhere.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	've	3 -> 2	A large number of them are Bangladeshis, who like millions of their countrymen	A large number of them are Bangladeshis, who like millions of their countrymen 've left their densely populated homeland to settle elsewhere.	[{'id': 13, 'form': 'their', 'lemma': 'their', 'upos': 'PRON', 'xpos': 'PRP$', 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 14, 'deprel': 'nmod:poss', 'deps': [('nmod:poss', 14)], 'misc': None}]	[]	1	1	0	True	True	False	0.01141261114383	SV-P	eng	3	2	SV	aux	+	[-4.426117420196533, -5.6673383712768555, -2.030482292175293, -0.011906623840332031, -5.913874626159668, -1.3568105697631836, -12.605974197387695, -0.29891204833984375, -1.2463264465332031, -2.4920291900634766, -6.11245059967041, -7.141982078552246, -0.22398948669433594, -2.7785282135009766, -1.4732818603515625, -2.126462936401367, -3.6343116760253906, -0.7618198394775391, -12.428600311279297, -0.22399520874023438, -1.6551504135131836, -1.3262519836425781, -3.9820022583007812, -2.601546287536621, -0.8847208023071289]	[-4.426117420196533, -5.6673383712768555, -2.030482292175293, -0.011906623840332031, -5.913874626159668, -1.3568105697631836, -12.605974197387695, -0.29891204833984375, -1.2463264465332031, -2.4920291900634766, -6.11245059967041, -7.141982078552246, -0.22398948669433594, -2.7785282135009766, -1.4732818603515625, -8.77572250366211, -5.0831427574157715, -3.8552494049072266, -0.8467922210693359, -12.31456184387207, -0.22103214263916016, -2.0039548873901367, -1.392538070678711, -4.042181968688965, -2.9947519302368164, -0.8684864044189453]	83.40486145019531	96.17842102050781	12.7735595703125
